name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"Cash Pricing 11963",,"true","Product","11963","true","Fixed price","0%","Product Price","$108.00","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","12/31/1999","01/02/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11877",,"true","Product","11877","true","Fixed price","0%","Product Price","$70.08","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11845",,"true","Product","11845","true","Fixed price","0%","Product Price","$97.92","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 11956",,"true","Product","11956","true","Fixed price","0%","Product Price","$67.68","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11953",,"true","Product","11953","true","Fixed price","0%","Product Price","$86.16","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11910",,"true","Product","11910","true","Fixed price","0%","Product Price","$89.28","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 12947",,"true","Product","12947","true","Fixed price","0%","Product Price","$87.12","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11952",,"true","Product","11952","true","Fixed price","0%","Product Price","$70.56","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 12951",,"true","Product","12951","true","Fixed price","0%","Product Price","$72.72","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 12964",,"true","Product","12964","true","Fixed price","0%","Product Price","$87.12","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21794",,"true","Product","21794","true","Fixed price","0%","Product Price","$105.60","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21837",,"true","Product","21837","true","Fixed price","0%","Product Price","$134.40","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 21836",,"true","Product","21836","true","Fixed price","0%","Product Price","$120.24","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 22836",,"true","Product","22836","true","Fixed price","0%","Product Price","$201.60","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 21834",,"true","Product","21834","true","Fixed price","0%","Product Price","$86.40","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21965",,"true","Product","21965","true","Fixed price","0%","Product Price","$139.68","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21877",,"true","Product","21877","true","Fixed price","0%","Product Price","$109.44","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21956",,"true","Product","21956","true","Fixed price","0%","Product Price","$111.36","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21910",,"true","Product","21910","true","Fixed price","0%","Product Price","$132.48","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 22947",,"true","Product","22947","true","Fixed price","0%","Product Price","$146.88","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21952",,"true","Product","21952","true","Fixed price","0%","Product Price","$115.68","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 22951",,"true","Product","22951","true","Fixed price","0%","Product Price","$124.32","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 22964",,"true","Product","22964","true","Fixed price","0%","Product Price","$146.88","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11797",,"true","Product","11797","true","Fixed price","0%","Product Price","$72.00","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11785",,"true","Product","11785","true","Fixed price","0%","Product Price","$79.20","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21797",,"true","Product","21797","true","Fixed price","0%","Product Price","$122.88","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21785",,"true","Product","21785","true","Fixed price","0%","Product Price","$128.64","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11937",,"true","Product","11937","true","Fixed price","0%","Product Price","$50.40","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21953",,"true","Product","21953","true","Fixed price","0%","Product Price","$106.56","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11150",,"true","Product","11150","true","Fixed price","0%","Product Price","$42.49","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11879",,"true","Product","11879","true","Fixed price","10%","Product Price","$70.08","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11125",,"true","Product","11125","true","Fixed price","0%","Product Price","$51.63","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11792",,"true","Product","11792","true","Fixed price","0%","Product Price","$79.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11780",,"true","Product","11780","true","Fixed price","0%","Product Price","$79.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21879",,"true","Product","21879","true","Fixed price","0%","Product Price","$98.88","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 21780",,"true","Product","21780","true","Fixed price","0%","Product Price","$132.48","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11916",,"true","Product","11916","true","Fixed price","0%","Product Price","$113.76","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","05/13/2023"
"Cash Pricing 11655",,"true","Product","11655","true","Fixed price","0%","Product Price","$215.52","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 13790",,"true","Product","13790","true","Fixed price","0%","Product Price","$103.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 13792",,"true","Product","13792","true","Fixed price","0%","Product Price","$93.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 13786",,"true","Product","13786","true","Fixed price","0%","Product Price","$44.40","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 12076",,"true","Product","12076","true","Fixed price","0%","Product Price","$33.48","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 12040",,"true","Product","12040","true","Fixed price","0%","Product Price","$120.60","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11940",,"true","Product","11940","true","Fixed price","0%","Product Price","$128.40","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$124.42","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11989",,"true","Product","11989","true","Fixed price","0%","Product Price","$73.44","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
